prod_title,by_info,price,avg_cust_review,num_reviews,seller_name,details,url
"IKall K4 Plus with 6 inch IPS Display (4GB Ram, 64GB Storage, Dual Sim 4G Volte) (Aqua Blue)",Visit the IKALL Store,"₹ 7,299.00",3.3 out of 5 stars,5,Fabimpex,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/IKall-K4-Plus-Display-Storage/dp/B08B3WQPFD/ref=sr_1_32?dchild=1&keywords=redmi+6a+phone&qid=1595700044&sr=8-32
"IKall K4 Android Mobile (2GB, 16GB)",Visit the IKALL Store,"₹ 4,899.00",1.0 out of 5 stars,1,Fabimpex,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/IKall-K4-Android-Mobile-16GB/dp/B08B3XTY62/ref=sr_1_33?dchild=1&keywords=redmi+6a+phone&qid=1595700044&sr=8-33
"Xifo Wizphone WP003 4G Volte 5.5 Inch Display 4G Smartphone (2GB RAM, 16GB Storage) in Black",Brand: Xifo,"₹ 5,489.00",3.0 out of 5 stars,2,Surya products,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, Warranty Policy",https://www.amazon.in/Xifo-Wizphone-Display-Smartphone-Storage/dp/B08CSL4MHT/ref=sr_1_34?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-34
"Samsung Galaxy M40 (Midnight Blue, 6GB RAM, 128GB Storage)",Visit the Samsung Store,"₹ 15,999.00",3.7 out of 5 stars,"12,659",STPL Exclusive Online,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Test-Exclusive-646/dp/B07HGJKDRR/ref=sr_1_35?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-35
"Nokia 3.2 (Black, 32 GB) (3 GB RAM)",Brand: Nokia,"₹ 10,299.00",3.6 out of 5 stars,87,Mega_tronics,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nokia-3-2-Black-32-RAM/dp/B07RRJ5J7Y/ref=sr_1_36?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-36
"Redmi 8A (Ocean Blue, 32 GB) (3 GB RAM)",Brand: Redmi,,4.7 out of 5 stars,4,,"7 Days Replacement, 1 Year Warranty",https://www.amazon.in/Redmi-8A-Ocean-Blue-RAM/dp/B0816HCR6G/ref=sr_1_37?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-37
"OPPO A11K (Flowing Silver, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",Visit the Oppo Store,"₹ 8,990.00",3.7 out of 5 stars,82,Appario Retail Private Ltd,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Flowing-Silver-Storage-Additional-Exchange/dp/B086K9CW1W/ref=sr_1_38?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-38
"OPPO Reno2 F (Sky White, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Visit the Oppo Store,"₹ 21,990.00",4.3 out of 5 stars,"1,920",Appario Retail Private Ltd,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Reno2-Storage-Additional-Exchange-Offers/dp/B07XBYMDTG/ref=sr_1_39?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-39
Trifty Cute Hello Kitty for Redmi 6A - Pink,Brand: Trifty,₹ 199.00,,,Kavya Enterprises1,"No-Contact Delivery, 10 Days Returnable, Amazon Delivered, Warranty Policy",https://www.amazon.in/Trifty-Hello-Kitty-Redmi-6A/dp/B07MN3CK58/ref=sr_1_40?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-40
Xiaomi Redmi 8A 2GB 32GB Phone (Ocean Blue),Brand: Xiaomi,,4.0 out of 5 stars,50,,"7 Days Replacement, 1 Year Warranty",https://www.amazon.in/Redmi-8A-32GB-Ocean-Blue/dp/B07YDC16GP/ref=sr_1_41?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-41
SBA999 A002 Wireless|Bluetooth|Headphones/Headset with Mic and Volume Button Earphone for Mi Note 5 Pro/TS Mi Note 5 Pro/mi 6 Pro/mi 6A/ mi Y2/ Mi A2 (Black),Visit the SBA999 Store,₹ 195.00,,,Buy Genuine Products...,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, Warranty Policy",https://www.amazon.in/SBA999-Wireless-Bluetooth-Headphones-Earphone/dp/B085HVSMSY/ref=sr_1_42?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-42
Nillkin Case for Xiaomi Redmi Note 6 Pro Super Frosted Hard Back Cover Hard PC Red Color,Brand: Nillkin,₹ 899.00,,,Daily Shoppers,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Xiaomi-Redmi-Super-Frosted/dp/B07L11PBGP/ref=sr_1_43?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-43
"Redmi K20 (Flame Red, 6GB RAM, 64GB Storage)",Brand: Xiaomi,"₹ 21,990.00",4.3 out of 5 stars,2,believe onn,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Redmi-K20-Flame-64GB-Storage/dp/B07W7LT8TF/ref=sr_1_44?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-44
Nillkin Case for Xiaomi Redmi Note 7 Pro Super Frosted Hard Back Cover Hard PC Red Color,Brand: Nillkin,₹ 899.00,,,Daily Shoppers,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Xiaomi-Redmi-Super-Frosted/dp/B07NJNSKLG/ref=sr_1_45?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-45
"Xiaomi Mi A2 (Gold, 4GB RAM, 64GB Storage)",Brand: Mi,,3.8 out of 5 stars,"30,983",,"7 Days Replacement, 1 Year Warranty",https://www.amazon.in/Mi-A2-Gold-64GB-Storage/dp/B07DJHWT5V/ref=sr_1_46?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-46
SBA999-A010 Universal/Hanging Neck 360/ Degree Rotation Lazy |Holder Waist Stand Desktop |Holder for Mobile Phone,Visit the SBA999 Store,₹ 169.00,3.0 out of 5 stars,9,Home avenue,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, Warranty Policy",https://www.amazon.in/SBA999-A010-Universal-Hanging-Rotation-Desktop/dp/B0844ZPWVD/ref=sr_1_47?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-47
Meizu C9 Pro(Black) 3GB RAM 32GB ROM,Brand: Meizu,"₹ 6,990.00",3.9 out of 5 stars,99,VTM_SLP,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 12 Month Warranty",https://www.amazon.in/Meizu-C9-Pro-Black/dp/B072B61MWZ/ref=sr_1_48?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-48
Nillkin Case for Xiaomi Mi A3 A 3 Sparkle Leather Flip Folio Book Type PC Black Color,Brand: Nillkin,"₹ 1,299.00",5.0 out of 5 stars,1,Daily Shoppers,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Xiaomi-Sparkle-Leather-Folio/dp/B07WC8M6WR/ref=sr_1_49?dchild=1&keywords=redmi+6a+phone&qid=1595700046&sr=8-49
"I Kall K700 Smartphone (32GB, 4G Volte) (Red)",Visit the IKALL Store,"₹ 6,999.00",5.0 out of 5 stars,1,Fabimpex,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Kall-K700-%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9F%E0%A4%AB%E0%A4%BC%E0%A5%8B%E0%A4%A8-32GB-Volte/dp/B08CKXCX46/ref=sr_1_50?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-50
Nillkin Super Frosted Shield Hard Back Cover Case for Redmi Note 8 - Black,Brand: Nillkin,₹ 650.00,5.0 out of 5 stars,3,MS WORLD COCHIN,"No-Contact Delivery, 10 days Returnable, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Super-Frosted-Shield-Cover/dp/B07ZMK85V3/ref=sr_1_51?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-51
Nillkin Case for Xiaomi Redmi Note 6 Pro Nature Series Back Soft Flexible TPU Grey Color,Brand: Nillkin,₹ 799.00,,,Daily Shoppers,"No-Contact Delivery, 10 days Returnable, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Xiaomi-Redmi-Nature-Flexible/dp/B07MLRQBZG/ref=sr_1_52?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-52
Nillkin Case for Xiaomi Mi A2 A 2 / 6X Nature Series Back Soft Flexible TPU Grey Color,Brand: Nillkin,₹ 899.00,,,Daily Shoppers,"No-Contact Delivery, 10 days Returnable, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Xiaomi-Nature-Flexible-Color/dp/B07KX1R9GF/ref=sr_1_53?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-53
"Vivo U10 (Electric Blue, 5000 mAH 18W Fast Charge Battery, 4GB RAM, 64GB Storage)",Brand: Vivo,"₹ 12,990.00",4.3 out of 5 stars,"27,617",Appario Retail Private Ltd,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Test-Exclusive-742/dp/B07DJQLRZN/ref=sr_1_54?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-54
"I Kall K7 Smartphone (6 Inch, Blue)",Visit the IKALL Store,"₹ 5,499.00",,,Fabimpex,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Kall-K7-Smartphone-Inch-Blue/dp/B08CN64YGF/ref=sr_1_55?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-55
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",Visit the Samsung Store,,4.1 out of 5 stars,"17,714",STPL Exclusive Online,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Test-Exclusive-669/dp/B07HGH8ML7/ref=sr_1_56?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-56
"Nillkin Case for Xiaomi Redmi Note 8 (6.3"" Inch) Soft TPU Rubber Wrapped Protective Case Blue Color",Brand: Nillkin,₹ 875.00,,,SSSTORE,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Xiaomi-Redmi-%E0%A4%B8%E0%A5%89%E0%A4%AB%E0%A5%8D%E0%A4%9F-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%9F%E0%A5%87%E0%A4%95%E0%A5%8D%E0%A4%9F%E0%A4%BF%E0%A4%B5/dp/B0817P1ZF3/ref=sr_1_57?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-57
Nokia 2.2 Steel 3/32,Brand: Nokia,,3.3 out of 5 stars,47,,7 Days Replacement,https://www.amazon.in/Nokia-2-2-Steel-3-32/dp/B07T3HBZB2/ref=sr_1_58?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-58
"(Renewed) Mi Redmi 6 (Black, 3GB RAM, 64GB Storage)",Brand: Amazon Renewed,,3.4 out of 5 stars,80,,"7 Days Replacement, 6 Month Warranty",https://www.amazon.in/Renewed-Mi-Redmi-Black-Storage/dp/B07RNDJQWY/ref=sr_1_59?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-59
"Nillkin Case for Xiaomi Redmi Note 8 Pro (6.53"" Inch) Super Frosted Hard Back Cover PC White Color",Brand: Nillkin,"₹ 1,199.00",,,Daily Shoppers,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Xiaomi-Redmi-Super-Frosted/dp/B0817P7LC9/ref=sr_1_60?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-60
"IKall K4 Plus with 6 inch IPS Display (4GB Ram, 64GB Storage, Dual Sim 4G Volte) (Green)",Visit the IKALL Store,"₹ 7,299.00",3.3 out of 5 stars,5,Fabimpex,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/IKall-K4-Plus-Display-Storage/dp/B08B3WKTWR/ref=sr_1_61?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-61
"Vivo U20 (Blazing Blue, Snapdragon 675 AIE, 6GB RAM, 64GB",Brand: Vivo,"₹ 13,990.00",4.4 out of 5 stars,"14,296",Appario Retail Private Ltd,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Vivo-Blazing-Blue-Snapdragon-64GB/dp/B081RTYX3L/ref=sr_1_62?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-62
"TECNO Spark 5 (Ice Jadeite, 2GB RAM, 32GB Storage)",Brand: Tecno,"₹ 9,399.00",4.5 out of 5 stars,265,SkyMobile,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/TECNO-Spark-Jadeite-32GB-Storage/dp/B087K7ZFB6/ref=sr_1_63?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-63
"OPPO F15 (Lightening Black, 8GB RAM, 128GB Storage, with Offer)",Visit the Oppo Store,,4.1 out of 5 stars,686,,"7 Days Replacement, 1 Year Warranty",https://www.amazon.in/Lightening-Storage-Additional-Exchange-Offers/dp/B07XG2KHCN/ref=sr_1_64?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-64
"The Discount deal YUHO Y2 PRO (2 GB, 16 GB, Front 8 MP, back 8MP with Dual Camera Moon Night Front Flash) -Charcoal Black",Brand: The Discount deal,,5.0 out of 5 stars,5,,7 Days Replacement,https://www.amazon.in/%E0%A4%AB%E0%A5%8D%E0%A4%B0%E0%A4%82%E0%A4%9F-%E0%A4%A1%E0%A5%8D%E0%A4%AF%E0%A5%81%E0%A4%85%E0%A4%B2-%E0%A4%95%E0%A5%88%E0%A4%AE%E0%A4%B0%E0%A4%BE-%E0%A4%AB%E0%A4%BC%E0%A5%8D%E0%A4%B2%E0%A5%88%E0%A4%B6-%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A4%95%E0%A5%8B%E0%A4%B2/dp/B0799N7F34/ref=sr_1_65?dchild=1&keywords=redmi+6a+phone&qid=1595700049&sr=8-65
"IKall K110 (5.5 Inch, 16GB) (Blue)",Visit the IKALL Store,"₹ 4,999.00",1.5 out of 5 stars,3,Fabimpex,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/IKall-K110-Inch-16GB-Blue/dp/B08BHT5PNR/ref=sr_1_65?dchild=1&keywords=redmi+6a+phone&qid=1595700051&sr=8-65
Nillkin Case for Oppo Realme Real Me 5 Pro Super Frosted Hard Back Cover PC Peacock Blue Color,Brand: Nillkin,₹ 775.00,5.0 out of 5 stars,1,SSSTORE,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Nillkin-Realme-Super-Frosted-Peacock/dp/B0817NZCVV/ref=sr_1_66?dchild=1&keywords=redmi+6a+phone&qid=1595700051&sr=8-66
"Vivo V15 Pro (Ruby Red, 6GB RAM, 128GB Storage)",Brand: Vivo,,4.3 out of 5 stars,"6,958",,"7 Days Replacement, 1 Year Warranty",https://www.amazon.in/Vivo-%E0%A4%91%E0%A4%AB%E0%A4%BC%E0%A4%B0-%E0%A4%B0%E0%A5%82%E0%A4%AC%E0%A5%80-128GB-%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A5%8B%E0%A4%B0%E0%A5%87%E0%A4%9C/dp/B07KX1KY4N/ref=sr_1_67?dchild=1&keywords=redmi+6a+phone&qid=1595700051&sr=8-67
"I Kall K700 Smartphone (32GB, 4G Volte) (Green)",Visit the IKALL Store,"₹ 6,999.00",5.0 out of 5 stars,1,Fabimpex,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Kall-K700-Smartphone-Volte-Green/dp/B08CKXK9CG/ref=sr_1_68?dchild=1&keywords=redmi+6a+phone&qid=1595700051&sr=8-68
"LG W10 (Smoky Gray, 3GB RAM, 32GB Storage)",Visit the LG Store,,3.3 out of 5 stars,964,,"7 Days Replacement, 1 Year Warranty",https://www.amazon.in/LG-Smoky-Gray-32GB-Storage/dp/B07S9KHTQR/ref=sr_1_69?dchild=1&keywords=redmi+6a+phone&qid=1595700051&sr=8-69
"Honor 7C (Blue, 4GB RAM, 64GB Storage)",Visit the Honor Store,"₹ 14,989.00",4.0 out of 5 stars,"10,539",TODAY'S DEAL,"No-Contact Delivery, 7 Days Replacement, Amazon Delivered, 1 Year Warranty",https://www.amazon.in/Honor-Blue-4GB-64GB-Storage/dp/B078BNWWFX/ref=sr_1_70?dchild=1&keywords=redmi+6a+phone&qid=1595700051&sr=8-70
